Action,Notes,title,key,Org,count,Matches,Unmatched,Names,,,,,,
Exclude,,Excluded datasets from clustering|UNOSAT - Flood and Landslide Extents|,excluded|excluded|excluded,United Nations Satellite Centre (UNOSAT),0|367|55,0|26|134,571c6518-3521-47fe-a9c2-2b4eefabfa9a|fed881c1-c95d-4b2b-930b-8c8728a719c4|3fbf40cb-5c56-4d26-9dd9-d9cda93a8d20|be12161c-b3cd-49ed-9793-61bc029a8602|5671a408-200b-4311-b40f-6c6febf3f72b|0233d232-6122-4daf-93de-2b824c1f37e0|d1045c60-25d4-4afd-8b3b-4a34162e94e0,"Assessment of Flooded Buildings in Bandarban, Cox's Bazaar, Chattogram, and Rangamati Districts, Chattogram Division, Bangladesh as of 12 to 22 August 2023",Satellite detected water extents between 11 and 15 August 2023 over South Sudan,"Satellittoppdaget overflatevann langs med Gudbrandsdalslågen, Ringebu, Sør-Fron og Nord-Fron Kommune, Innlandet Fylke, Norge","Satellite detected water extent over Ringerike Municipality, Viken County, Norway as of 12 August 2023","Floods in Norway, August 2023 - UNOSAT Live Web Map","Satellite detected water extent over Khammouan & Savannakhet Provinces, Lao PDR as of 04 August 2023",Satellite detected water extents between 26 and 30 July 2023 over Pakistan
Exclude,,UNOSAT - Volcanic Eruption Impact|UNOSAT - Landslide Assessment|Hub Latin America - Violence in Latin America|Excluded datasets from clustering|Hub Latin America - Internet Connections|Clean,data series|clean|data series|excluded|clean|clean,United Nations Satellite Centre (UNOSAT)|Hub Latin America|Hub Latin America|Hub Latin America,17|7|13|0|6|6,90|89|109|0|114|266,058d5ae3-484c-4bd6-bd10-474d7a96928a,"Landslide impact analysis in Oni District, Racha-Lechkhumi and Kvemo Svaneti Region, Georgia as of 06 August 2023",,,,,,
Approved,,UNHCR - Lebanon - Vulnerability Assessment of Syrian Refugees,data series|data series,UNHCR - The UN Refugee Agency,22|12,95,06ec8169-4639-487e-add0-44f497f1b0cd,Lebanon - Vulnerability Assessment of Syrian Refugees: Socio-Economic Score - 2020,,,,,,
