Action,Notes,title,key,Org,count,Matches,Unmatched,Names
,,The DHS Program - Subnational Health and Demographic Data,data series,The DHS Program,171,none|168,63865c94-4a9b-4413-bed4-e15b7aa9e2c1|5ce93501-e887-41a2-8fb0-a008ecb7c7c9,Türkiye - Subnational Demographic and Health Data,Türkiye - National Demographic and Health Data
,,OCHA FTS - Humanitarian Response Plan Projects,data series,OCHA Financial Tracking System (FTS),48,none|8,6e7e0458-e6ae-44a6-9707-27b077e2c67f|f1d69fdd-37f1-4aa6-a7c9-07aa7d2fb4ff|9e1047d6-8255-4385-9ab2-ada1b8c59e67,Humanitarian Response Plan projects for Lithuania,Humanitarian Response Plan projects for Paraguay,Humanitarian Response Plan projects for Mexico
,,UNOSAT - Wildfires,data series,United Nations Satellite Centre (UNOSAT),12,none|73,fce07886-3d70-4933-85f0-e0a34fbb11a5|22183206-95eb-48a5-88b7-69f272cee57d|7970d8c4-c244-4467-b7c9-00504066a731|04e8bb91-5304-4dcc-ae74-a976a81ce1e1|8d852723-81f5-48fc-a940-e74e103094fd|a32b9cfe-2328-473f-97a1-902856e087d1|0f06d1d1-8d9e-4f33-aa7f-7a981cfdd011|3096b00b-be4c-4fdf-9c65-020a37cedec4,"Damage assessment over Ras Rajel, Tabarka delegation, Jendouba Governorate, Tunisia as of 27 July 2023","Zones incendiées le 27 juillet 2023 dans les communes de Melbou et Ziama Mansouria, Wilayas de Bejaia et Jijel, Algérie","Wildfires in Tabarka delegation, Jendouba Governorate and El Krib delegation, Siliana Governorate as of 27 July 2023","Densité des foyers d'incendie dans les délégations de Nefza, Ain Draham et Tabarka, Gouvernorat de Jendouba le 25 juillet 2023","Zones incendiées le 25 juillet 2023 dans la Wilaya de Bejaia, Algérie","Zones incendiées le 25 juillet 2023 dans les communes de Melbou et Ziama Mansouria, Wilayas de Bejaia et Jijel, Algérie","Densité des foyers d'incendies dans les wilayas de Bouira, Tizi Ouzou et Bejaia le 24 juillet 2023",Fire in Algeria - UNOSAT Live Web Map
,,HOTOSM - Buildings,data series,Humanitarian OpenStreetMap Team (HOT)|Humanitarian OpenStreetMap Team (HOT),378,none|14,a8178e04-ce55-4bbf-9932-f2e41b8994ac,Ushahidi Handwashing Station Data in Indonesia
,,HOTOSM - Buildings,data series,Humanitarian OpenStreetMap Team (HOT),378,none|14,a8178e04-ce55-4bbf-9932-f2e41b8994ac,Ushahidi Handwashing Station Data in Indonesia
