Action,Notes,title,key,Org,count,Matches,Unmatched,Names
,,COD - Subnational Administrative Boundaries|geoBoundaries - Subnational Administrative Boundaries,data series|data series,OCHA Regional Office for Southern and Eastern Africa (ROSEA)|OCHA Field Information Services Section (FISS)|OCHA Field Information Services Section (FISS)|OCHA Field Information Services Section (FISS)|OCHA West and Central Africa (ROWCA)|OCHA Regional Office for Asia and the Pacific (ROAP)|OCHA Regional Office for Southern and Eastern Africa (ROSEA)|OCHA Middle East and North Africa (ROMENA)|OCHA West and Central Africa (ROWCA)|geoBoundaries|OCHA Regional Office for Asia and the Pacific (ROAP)|OCHA Latin America and the Caribbean (ROLAC),111|125,none|12|97,
,,World Bank - Economic and Social development|COD - Hydrology,data series|data series,World Bank Group|OCHA Regional Office for Asia and the Pacific (ROAP),1295|21,none|35|205,
,,COD - Subnational Population Statistics|OCHA - Subnational Edge-matched Administrative Boundaries,data series|data series,OCHA Field Information Services Section (FISS),75|30,none|13|30,
,,OCHA - Subnational Edge-matched Administrative Boundaries|COD - Subnational Administrative Boundaries,data series|data series,OCHA Field Information Services Section (FISS),30|111,none|30|12,
,,"UNHCR - Post-Distribution Monitoring of Cash-Based Intervention|UNHCR - Afghanistan - Voluntary Repatriation, 2020",data series|data series,UNHCR - The UN Refugee Agency,22|12,none|112|81,fabcc5c0-8bcf-4990-a982-ec67fa253ed1,Afghanistan - Voluntary Repatriation 2021
,,FAO - Food Security Indicators|WFP - Food Security Indicators,data series|data series,Food and Agriculture Organization (FAO)|WFP - World Food Programme,207|17,none|125|147,
,,WFP - ICA Livelihood and Economic Activity Zones|WFP - ICA Population and Settlements,data series|data series,WFP - World Food Programme|WFP - World Food Programme|WFP - World Food Programme,10|6,none|227|228,ca205587-1e1b-404a-81c4-3c248f749a78|e68f397c-1e38-407a-8d7a-8a7f842ee13c|bea76e40-686f-40e9-bbbd-fb08afcaf235|83acccd6-7960-4a20-add7-34c057e2b64e|c8766092-47ad-43db-b3c0-3b3cff268e20|46176319-3912-481f-b46b-02cea7c50bf5|411e22b0-7c00-47ee-a0e8-3ed73961c189|46693b05-cce9-4133-88f6-5bf70426902e|82d8620b-4970-424f-9cac-395422e88c44|639f5408-d1ed-46bd-beb8-13fcf00b1747|415c3b5e-76ac-46a8-9e52-3ab957440a35|8ed00b28-9640-4cb9-878f-44fdacaa2ccf|b3560466-af51-48f5-984b-33361afd6509|20c9e002-d891-49b9-a86b-498879407f50|c1c87ab1-7bbc-41b1-86da-6be675ac0965|5e584070-09b7-4b86-a8e0-29ebd534658d|b8dfccd4-121e-4dcc-9857-d42617b3226f|5bf8c915-1200-4217-8f46-25445e83f86f|fcf53a06-5668-4815-8533-c85e2247b28d,ICA Niger - Most Predominant Livelihood Zones,ICA Philippines - Tree Cover Change,ICA Mozambique - Land Degradation,ICA Mali - Most Predominant Livelihood Zones,ICA Malawi - Land Degradation,Ethiopia Elevation,ICA Burundi - Land Degradation,ICA Pakistan - Additional Hazards,"Stability: Floods and mudflow risk, Ministry of Emergency Situations",ICA Haiti - Rapid On-Set Shocks Risk,ICA Dominican Republic - Rapid On-Set Shocks Risk,ICA Chad - Rapid On-Set Shock Risk,ICA Burundi - Rapid On-Set Shocks Risk,ICA Armenia - Natural Shocks Risk,ICA Afghanistan - Rapid On-Set Shocks Risk,Mozambique populated places (OSM),ICA Malawi - Estimated Numbers of Food Insecure People,ICA Armenia - Estimated Numbers of Food Insecure People,ICA Afghanistan - Estimated Numbers of Food Insecure People
,,WFP - ICA Population and Settlements|WFP - ICA Livelihood and Economic Activity Zones,data series|data series,WFP - World Food Programme,6|10,none|228|227,5e584070-09b7-4b86-a8e0-29ebd534658d|b8dfccd4-121e-4dcc-9857-d42617b3226f|5bf8c915-1200-4217-8f46-25445e83f86f|fcf53a06-5668-4815-8533-c85e2247b28d,Mozambique populated places (OSM),ICA Malawi - Estimated Numbers of Food Insecure People,ICA Armenia - Estimated Numbers of Food Insecure People,ICA Afghanistan - Estimated Numbers of Food Insecure People
,,|COD - Infrastructure|COD - Hydrology,excluded|data series|data series,OCHA Regional Office for Asia and the Pacific (ROAP)|OCHA Regional Office for Southern and Eastern Africa (ROSEA)|OCHA Regional Office for Asia and the Pacific (ROAP),55|28|21,none|134|200|205,e43b17b8-d127-4be0-8d92-dc3d2dcb39ff,Papua New Guinea - Regions
