Myanmar Information Management Unit (MIMU)
7d2f14a2-2306-40a0-abe8-1658fc33b1bf,Village Points  Yangon Region PCode v9.4
e4e67e59-975b-443c-a81c-ab78ba8f520c,Village Points Tanintharyi Region PCode v9.4
6c1ff824-59f2-416b-8906-9a493c2be570,Village Points Shan State PCode v9.4
1bbd8556-84b2-4ebc-ab42-e8394a2bd93a,Village Points  Sagaing Region PCode v9.4
a4c6c078-dabd-4b8b-a598-f647885d68af,Village Points  Rakhine State PCode v9.4
49601134-f3b8-484f-8e7b-b0ae7594eda2,Village Points Nay Pyi Taw Union Territory PCode v9.4
58c52821-428e-4870-9c23-d9c08740be8e,Village Points  Mon State PCode v9.4
97610d60-6c24-424c-833a-b932bfd81b95,Village Points  Magway Region PCode v9.4
29c51604-6331-4213-a121-5c60cf928012,Village Points  Mandalay Region PCode v9.4
b3df5d42-2377-4636-981c-63c5432101eb,Village Points  Kayin State PCode v9.4
f18eedab-d3c6-47d9-8235-1e4ee2612339,Village Points Kayah State PCode v9.4
c1bb2dce-ba4d-4ba4-8d4b-9b685270650b,Village Points  Kachin State PCode v9.4
dcc50744-6d5c-47b4-90a1-88ae1104c848,Village Points  Chin State PCode v9.4
e39b2422-4b8a-42a6-9378-675cee255067,Village Points Bago Region PCode v9.4
450f7feb-1446-42d9-b9b5-75f953620c47,Village Points  Ayeyarwady Region PCode v9.4
cd0aae8f-344e-4c68-aee5-a54f3081173d,Myanmar Town Points PCode v9.4
